SpMax_A,ATSC0c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6d,ATSC7d,ATSC7v,ATSC2se,ATSC2pe,ATSC2are,AATSC0c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC6d,AATSC7v,AATSC2se,AATSC2p,MATS1c,MATS2c,MATS3c,MATS4c,MATS6d,MATS6s,MATS7v,MATS2se,MATS3se,MATS2pe,MATS2are,MATS3are,GATS1c,GATS2c,GATS3c,GATS5c,GATS1s,GATS2s,GATS4v,GATS2se,GATS5se,GATS2pe,GATS2are,BCUTc-1h,BCUTc-1l,BCUTd-1l,BCUTv-1h,BCUTp-1h,BCUTi-1l,AXp-5d,SdsCH,SdssC,SssNH,SaaNH,SdO,SssO,PEOE_VSA6,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,EState_VSA3,VSA_EState1,VSA_EState3,VSA_EState5,VSA_EState9,TopoPSA,SRW05,nBase_0,nBase_1,nS_0,nS_1,nS_2,nS_3,nBondsD_0,nBondsD_1,nBondsD_2,nBondsD_3,nBondsD_4,nBondsD_5,nBondsD_6,NdsCH_0,NdsCH_1,NdsCH_2,NdssC_0,NdssC_1,NdssC_2,NdssC_3,NdssC_4,NssNH_0,NssNH_1,NssNH_2,NssNH_3,NssNH_4,NssNH_6,NaaNH_0,NaaNH_1,NaaNH_2,NdO_0,NdO_1,NdO_2,NdO_3,NdO_4,NdO_5,NdO_6,NssO_0,NssO_1,NssO_2,n5Ring_0,n5Ring_1,n5Ring_2,n5Ring_3,n5HRing_0,n5HRing_1,n5HRing_2,n5HRing_3,nARing_0,nARing_1,nARing_2,n5ARing_0,n5ARing_1,nAHRing_0,nAHRing_1,n5AHRing_0,n5AHRing_1,nFRing_0,nFRing_1,nFRing_2,nFHRing_0,nFHRing_1,nFHRing_2,cl_conc_(mm),time_between_transporter_added_and_lysis_(s),thiourea,urea,squaramide,indole,tambjamine,carbazole,acridinone,perenosin,bisbzimpy,isophthalamides_dipicolineamides
0.00350116249592839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004088583121541461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003281153435685274,0.0,0.004142120255285634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006309052991700919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038127305478086564,0.0038290615564183523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005621882163956816,0.015194603970605673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0067095542359366,0.0,0.0,0.0,0.0,0.0,0.0,0.006707153430699439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007207099343849033,0.0,0.0,0.0,0.0,0.0,0.0024492668325107863,-0.024132706532528657,0.009221487802079712,0.007105323602580382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.025019378866952886,0.0,0.005546133433982332,-0.0018465522720826654,0.0021229077519147265,0.0016916004939298973,-0.0014394056219739048,-0.0073470893676185235,0.0,-0.006454531293540521,0.004089231097401991,0.0,-0.009133619968315175,-0.004889872308560644,-0.0007975852590658203,-0.007951384598499065,-0.009345913057920248,-0.0024995486368663217,0.006047529059010522,-0.015089915755108683,-0.005714055519517464,-0.009263517367881797,-0.011180060671766853,0.0030480274505394287,-0.0021064435950094635,0.005735561451071705,0.004658788787014031,-0.0004411502144035789,-0.003190649693373147,-0.005017016414740139,-0.0051239298242015344,-0.006605101123718677,0.0,0.0018067860554044632,0.0019107442734272967,-0.003757130999674338,-0.00779700145010776,-0.005161007090615169,0.009969120447644602,-0.014137590084979978,0.0,-0.005269170502964505,-0.006921309652641242,-0.002264159755526143,0.0,-0.008092911895903382,0.0011718104528920805,-0.0007579631844850828,0.0,-0.013839067917996457,-0.038090182336579424,-0.0016887621316761042,-0.0007450810312693783,-0.0019470643448295788,0.006065437447937321,-0.0005859298370578395,-0.005533990200320589,-0.0028180424913452173,-0.002736786909499443,-0.007323710157831395,-0.0018217709146205806,-0.004712857644907024,0.0027770886091225753,-0.007406243383017637,-0.0022214668823803793,-0.0035377051188204855,0.0,0.0016431457714143193,-0.000809259898460924,0.007073325228404325,-0.010581481273051481,-0.01987746462538648,-0.020100071183530372,0.0026596743315211715,0.0,0.0,-0.01572365792182497,0.0054998532147031865,-0.002522103725849373,0.008585733139606694,0.0,0.0,-0.004396422839149859,0.0008838809968288763,-0.0011734137102100393,-0.001463981200387305,-0.027762817664551086,-0.009250783891726778,-0.0032139329442454835,0.0,-0.0016596611208615918,-0.004288340248599372,-0.018858525136455216,0.0,-0.002212377067801747,0.0,-0.007441447964987141,-0.0046811657530816606,-0.004285526414393583,-0.017297286100678946,-0.03134168000953724,-0.0008375169779660494,0.0,-0.0022781694401327857,0.0,0.0,-0.0006431980364838431,-0.008501457364358537,0.0,-0.014419067305392141,0.0,-0.003286029274787682,0.0,0.0026513130283439892,0.0,0.0034257569064398636,0.0,-0.005533180229746133,0.0,0.0,0.002929637964615224,-0.005930643701717269,0.005662657025754747,-0.00798858999509014,-0.00804309502653205,0.0,0.001590140131584808,0.0022280591920871475,0.005106988758581355,-0.0046496072702219325,0.0014806769384939334,-0.0008949012542625129,-0.001492120010124646,-0.03204833793122787,-0.004999467513696242,-0.02911751845594298,-0.005726032202630874,-0.0022413313249762157,-0.0017904306161879136,0.0,0.0,0.006752093286060968,0.0,0.0018021615118446466
-0.020321599850627016,-0.0038825536041220926,0.0,0.0,-0.0003356751757017149,0.0,0.0,0.0,0.002869088710648671,-0.0028412418865933777,-0.0033376551860415204,-0.005183688842493605,-0.005046669313646825,0.0,0.0,0.0,0.0,0.0,0.0,-0.004157442558681055,-0.0018697974315572583,-0.00099095992909818,-0.0014284077695666199,-0.0027254230369078937,-0.0014944442327351525,0.010952049157192372,0.003850526768841272,0.006170876860993956,-0.0019262494885314543,-0.0017981148928892835,-0.005379460328989285,-0.0018355189624777502,-0.005747933875177778,0.006763589670757155,-0.00044367961710762476,-0.006045367646870411,0.00951432969528375,0.021574939526709004,-0.005682606694917335,-0.00988668036415565,0.0,0.0,-0.003068121015433731,-0.0032544887889005094,-0.011380150474687488,-0.004186894502133177,-0.0012655680189770306,0.0,-0.0005769651816369023,0.00684723970650141,-0.03844139095518717,-0.00311258841503661,-0.002948886776661785,-0.0018114243474177546,-0.0010069703690898872,0.0,0.0,0.0,0.0,0.0,-0.0007900445418300437,-0.0018976854077565502,0.009837280846258149,-0.005081982702922612,-0.0021445082004853734,0.0,0.0,-0.002268762324355958,0.0,0.0002968792455419404,-0.00046688399920444344,0.009714652025309575,0.02651378966394909,0.002858298852476759,0.0,0.0,-0.005892310485475883,0.0,0.0,0.0,0.0,0.0,-0.002318951394695331,0.0,-0.002690631731218696,0.0,-0.006634746646219811,0.0,-0.0033088475026598536,0.0,-0.0012772115278293983,0.0,-0.011551945588157343,0.0,0.0,0.0,-0.0011349351863531602,-0.0017734664109567374,0.0,0.0102218171879237,0.0,0.003169697439317254,0.0,-0.0009375140977389525,0.0,0.0,-0.0015694977368215096,-0.0006700728991687849,0.0,0.0,0.0,-0.0016371966712903291,0.0,-0.0009702013314363674,0.0,0.0,0.0,-0.00197551492313074,-0.001961967973444982,0.0,0.0,-0.0023670562983345404,-0.001616624992506359,-0.0027163482312747953,-0.0012979909735084014,-0.0016616447217443226,0.0,-0.0018639767186093717,0.0,0.0,-0.0016555894680571098,0.0,0.003215656595168697,-0.0219667270099274,0.010705187411036321,0.009237765710716309,0.0,-0.004737860625545205,0.0006423865015224501,0.0,0.0,-0.0017538665155321098,0.0,0.0
-0.012313623177464468,-0.009071904418035924,0.004297318437848353,0.005253813288545423,-0.0062606203353151165,-0.001924757468623161,0.012276287731847814,-0.009680097522408192,0.007236493618262458,0.006219693496472155,-0.0006538895330136403,-0.004805623911547863,-0.015791223970235784,-0.0006995117104692961,-0.008564474019367798,-0.006856286967522285,-0.002519645906339829,0.003889558619193411,0.0049988964494471445,-0.002924836934754048,-0.0016928892108686176,-0.013557071794448624,-0.005620112680208314,-0.007202157682670028,-0.006465376677851647,0.00971180860536616,-0.00557325042623506,0.008673109897453441,0.0040253733968326835,-0.0010854503186048517,-0.0024357044863691033,-0.003275154159726644,-0.014290178156839466,0.007186790636997933,-0.004988969443091544,-0.004003831725094197,-0.0067619200837510576,0.001050410585010321,0.0025483877309601254,-0.013019031443619607,0.00284637922389914,-0.005842982792193349,-0.005730842640134273,-0.0016234875755913388,-0.011753062436724982,-0.0050562935096386315,-0.0016327143789353,0.005907063320810802,0.0009498853343487526,-0.017531535032261174,-0.016815671782872226,-0.002534450906043662,-0.007777558611525458,0.0,-0.005047314731658312,0.0030148747041703183,-0.0005515184893508111,-0.0013307255860215347,0.003714151687871875,-0.0034747390171994833,0.0029747429080625386,-0.0040226206199630975,0.0035730386814276545,0.0,0.0053510452674714265,-0.0009842142916480093,-0.004546638288036118,-0.0038333675790521676,-0.004902392286892139,0.006072848758653757,-0.007034448192485747,-0.016921241313721292,-0.015113683028104384,-0.0019287494819065429,0.0,0.0,-0.011455247571544418,0.0,-0.006831749960926676,-0.007713986778701608,0.0,0.0,0.0,0.0,0.0006787302366214474,-0.004475805235635702,-0.0356582302940937,-0.0053005575235893655,-0.0073197999728160015,0.0,-0.004061828123503108,0.001635177508021359,-0.023766672900000056,0.0,-0.0023997672039902315,0.0,0.0031671226754591574,-0.01201618174968,0.0,-0.01765697978404282,-0.032728763549910035,0.0,0.0,-0.0022060132441688047,0.0,0.0,-0.005916185236238353,0.0023845307522174213,0.0,-0.009976037551875405,0.0,-0.0027173994911995148,0.0,-0.009455629206187359,0.0,-0.008711918325233142,0.0,-0.006992494534567458,-0.0026464978668190734,0.0,0.0017877289819797713,-0.001055847156503657,0.0034409821550037273,-0.007994718422596924,-0.004146527373595361,-0.008511161936463577,-0.010057054236720018,0.0,-0.007253822702549564,-0.0017268211885911652,-0.0003703337210840658,0.00246292533047966,-0.002223550935319097,-0.03803916594182813,-0.015391213665052804,-0.03226283919012945,-0.0014040841955201288,-0.002536877313754632,0.0076937391756259355,0.0,0.0,0.003479984807407802,0.0,-0.0051313594020255815
-0.020805138519115716,0.0031507631388086625,0.0009417151254909645,0.003960209864751429,0.0033302128273045017,-0.002418536752249315,-0.0005062558501852659,0.0016328450035640741,-0.001088019306291724,-0.008260758308137571,0.001511271914550609,-0.008652899242865145,-0.0028395540065628715,-0.0005178689941102463,-0.0028602428476861255,-0.003110327395318874,0.0,0.0007817029281093967,-0.007880214849707787,0.0,-0.004329510725803007,0.004549047150817641,-0.005944208862437716,-0.012718321340554168,0.0,0.007799004500834721,-0.005631536759525383,-0.00519496856254531,9.217335136768244e-05,-0.008208820193945199,-0.0025374698753216404,-0.007534261313127381,-0.007702768081519351,0.006325481868764126,0.0020729308520813796,-0.028549632242601715,0.0027379405493943576,0.003787589923743213,-0.008594812869865106,-0.022968634671559653,-0.004257400898462956,-0.008091280196822674,-0.0009627897887825066,-0.010987033680058643,-0.01240994612426033,-0.010353290706246278,0.0,0.0015600669524199623,-0.0015650992246315164,0.0046995258225522455,-0.022039548406692117,-0.005543523878528192,0.001241420959194139,-0.0017399115296124524,0.004632285650104849,-0.0063361371394769815,0.004625323615272378,-0.007294428471337283,-0.002371747190359218,0.0007468838472371703,0.0014677452084358633,0.0030767330143316868,0.007197579332593543,-0.004197305319932072,0.003256219119689712,0.0029035540262614067,0.001812747954609525,-0.0022780432106128566,-0.0050678565050683196,-0.006782520403836849,-0.004370459007004304,0.008928903060032887,0.020883869470840893,0.0036500578451342763,0.0,0.0,-0.015090550965563448,-0.0007911740374672815,-0.002566836428337418,0.0013992436024972653,0.0,0.0,-0.000854744126992179,-0.0005565889510437038,-0.007776342841368482,-0.005746105098424926,-0.008572446074489943,0.005543521154487211,-0.005790417085469161,0.0,-0.005682942578199396,-0.00304576464343636,-0.014494569038027764,0.0,-0.0017360995144183333,0.0,0.0,-0.0008278580414246857,-0.006491694040628489,0.01087610491571477,0.0,-0.0015648136257756867,0.0,-0.0008887932988857736,0.0,0.0,0.0021217821165906586,-0.0012396199125999387,0.0,-0.007277702762674718,0.0,0.002438298896812957,0.0,0.005129547442701988,0.0,-0.003024275225929303,0.0,-0.0020041389608175977,-0.003458237929207457,0.0,-0.00240970090712592,-0.004811976593399297,0.004586205784986297,-0.0004430381481754051,-0.0022887363578260648,-0.004435974226485155,-0.0055282733757128655,-0.005770538712972277,-0.0022502953049338284,-0.002503087906278866,-0.0037610344250391886,-0.003583651857303571,0.0,-0.022685755701200426,0.0092239257993799,0.003702799192744836,-0.0017037477916214143,-0.0027175271285316874,-0.008695859977370445,0.0,0.0,-0.0011305006192060083,0.0,-0.0043746090685714
0.0,-0.00932367349992431,-0.003940114955402919,0.0,-0.002808145635228024,-0.004988872919825794,0.013406080972910532,-0.009830350953604192,0.0019875197636742216,0.0033186923051202227,-0.0032757877120527393,-0.0014563838070907175,-0.0034254719957395605,-0.004867450558927424,-0.0069073447790658216,-0.00928626232224611,-0.004797318504950873,0.01570826599162041,0.007644024810237863,0.0,-0.001157642099219218,-0.0038743657602015005,-0.006624928169468962,0.009831798374537312,0.0019477514555328438,0.004483223677573629,-0.0024837376169650747,0.0016939923921070904,-0.0040135217522063,0.0,0.002025540727321806,-0.002339789994263144,-0.0009555793166456092,0.003720767927195138,-0.0038064447765881,0.005228047409793698,-0.007188793945042231,0.0,0.005698427148004794,0.0,0.0,-0.004883741502431218,-0.0014709285369093402,0.0031446616637121885,0.0,0.0,0.0,0.0,-0.0011473183676666688,-0.009272258925728605,0.007385563534419681,-0.011406556369514273,0.0017513714577456904,0.006057749975841465,-0.002338018669008967,-0.003807885412331583,0.003573361470692524,0.0,0.007031384454261094,-0.0005771887253996831,-0.01098180705087016,0.010834794606448653,-0.0005183618135566194,-0.0043986002769470615,0.010140634928240336,-0.0018423224653986055,0.0,0.0033896454083240926,-0.0017244782886272323,-0.002389328175443851,-0.003653685722467372,-0.015743606607280265,-0.014872879150201083,-0.0005169442233089073,0.0,0.0,-0.021047999076411895,0.005536576194002507,-0.008494565459583537,-0.007674238333827149,0.0,0.0,0.0,-0.004018353001983983,-0.0037175751309338682,-0.010648366268091623,-0.023303058264195084,0.0,0.011555233069758796,0.0,-0.008074546729012515,0.007395590212711222,-0.016045704242710474,0.0,0.0018496978744332716,0.0,-0.013973170304360922,-0.013796950188455276,-0.011948767816322599,-0.014486186153434019,-0.0154494105706405,-0.010800515749989971,0.0,-0.005506715658938739,0.0,0.0,-0.00657281677630456,0.0,0.0,-0.008938346286792102,-0.01603448005886089,-0.012097878811422711,0.0,-0.008631163508709924,-0.011848730769438603,-0.008346876890804333,0.0,-0.0038941940088397463,0.0033698946065195945,0.0,0.002860720134225668,0.0,-0.003788075864814654,-0.009791118104331928,-0.0021336855129238884,-0.005173277652688826,-0.016762671993048765,-0.00995190916785034,-0.004373687982815937,-0.0033679920908785436,-0.002251278927556761,-0.0015949381839002153,0.014498135418919113,-0.03948513039258256,-0.01682165561180889,-0.023670032591299895,-0.006251281995364179,-0.01509017437389345,0.0,0.0,0.0,-0.010785806690953567,0.0,0.002663383924137175
0.003221145648759891,0.0,0.0019145586125055203,0.0,0.0,0.0,0.0,0.0002792323215531216,0.0,0.002321190445444842,0.002010080578600095,0.002559053852307051,0.0032248555283735025,0.0,0.0,0.0,0.0,0.0,0.0,0.0034822066287252137,0.0010184356980308226,0.0,0.0,0.0025892088201056687,0.0,0.0,-0.0058630772871937934,0.002109356396601018,0.0,0.0010120169576409834,0.0,0.0005416336396050537,0.0,0.0019304539560848744,0.0,0.006216585464333301,0.0,0.0,0.0004941236977092565,0.0028482593440760855,0.0,0.0,0.0,0.0014006847916062369,0.002538099880840326,0.0,0.0,0.0,3.25595907720991e-05,0.004017278818937667,0.00524681238101052,0.0,0.00047649319483246405,0.0,0.0,0.0,0.00144210650979792,0.00537841494985042,0.0,0.0016608060750673845,0.0,0.000281636358274363,-0.007790251139565005,0.00968117139028145,0.0008533221096889023,0.0,0.0,0.0,0.00207080183919599,0.002716035364183645,0.004835290447568747,0.005797808109808153,-0.0061176854413763845,0.003907378452682913,0.006790024802883615,0.0,0.0017570894350514678,0.003279431680117229,0.003431302950085655,0.0,0.0,0.0,0.0,0.0021980217901465173,0.0,0.0005525555535864487,0.00034237252031594476,0.002535175771713074,0.007937536009994023,0.0,0.0,0.0,0.004296233856720422,0.0,0.001999101571436361,0.009367536186268146,0.0005239544145095235,0.0,0.0011032885332863866,0.0062957636654015275,0.0,0.002695941703413551,0.0,0.0,0.0,0.0,0.0,0.00041470377667677833,0.0,0.001444598207485617,0.0,0.001929255825420314,0.0,0.0032855704515471957,0.0,0.003199000334746883,0.0,0.0,0.0,0.0,0.0,0.0,0.0002823448189231545,0.0006757251710187916,0.0,0.0,0.003559999475840453,0.0014018890899341766,0.0001616603791661125,0.0010937172842482423,-0.000291099892839996,0.0,0.009296115934861803,0.0,0.004365248247658737,0.004612821650155231,0.0,0.0,0.0,0.0,0.0,0.0014734234478923913,0.0,0.0
0.0,0.0017162746004908502,0.0,0.0,0.0007773790299716852,0.0,0.0,0.0007610457982589468,0.0016950108879394963,0.0020287393064032503,0.0037606197111040756,0.0015231218426544429,0.0015808343210916684,0.0,0.0,0.0,0.0,0.0004099401656849013,0.0,0.001406237266660267,0.0006768053356108499,0.0,0.0001033935978679438,0.0012141558562036212,0.0020321888921278745,0.0,0.0,0.0003278580535041907,0.00104593196848599,0.0,0.001898058279555924,0.0,0.0,0.0023203182368418834,0.0,0.0034507190607739264,0.0,0.0,0.0012612265397977226,0.006007857661970075,0.0,1.7157140230324313e-05,0.0023230822399748613,0.001077847970722496,0.0023373126611804596,0.0,0.0,0.0,0.0,0.005749872711381861,0.0,0.0,0.0,0.0,0.0005889192660325827,0.002743323816681585,0.0,0.006471814992728708,0.0,0.0,0.0,9.540511658636716e-05,-0.018143933560176486,0.006860130821288629,0.001081395366967301,0.0,0.00010979483419131238,0.0,0.0009014101662610226,0.007851475143276505,0.005945246130905947,0.010416173778347963,-0.007283888271902158,-1.9592513409740226e-05,0.012049585850010968,0.0,0.002150952554642991,0.004918282653589629,0.005320237706976274,0.0,0.0,0.0,0.0,-0.0004940405057315256,0.0,0.0,0.00046489173158911274,0.0,0.013199568838698036,0.0,0.0,0.0,0.00620453433319382,0.0,0.002953466911601866,0.012507766404209857,0.001774890321826993,0.0,0.0,0.008615027629518471,0.0,0.0017969111218421123,0.0,0.0003941067561603659,0.0,0.0,0.0,0.0,0.0,0.0031536356094155962,0.0,0.0030659632832691695,0.0,0.0023083830223574967,0.0,0.0022511736993825965,0.0,0.0,0.0008639593639331112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033076083237764255,0.0019974123586064436,0.0012360876266235275,0.002272117600909051,0.0005089682980519787,0.0009466953181115275,0.00797779424216841,0.0,0.005026485333302167,0.00826688115613538,0.00026423151636451037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0006077018501724837,0.0,0.0,0.0034968561104902272,0.0,0.0025450648455236776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002625961760863646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004084815319535624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007736991391613117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006078706308645192,0.0,0.0,0.0,0.0,-0.022835251164267597,0.0,0.0,0.0,0.0,0.0015293348189839857,0.0016164508008571993,0.010733567041164838,0.015616873256112345,0.00859024078412917,-0.010606881106586466,0.003954094834592005,0.024571745348892594,0.0,0.00411209920090115,0.0051973992433446935,0.008708964470448667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019239779972095566,0.0,0.0,0.0,0.007559880638056529,0.0,0.0,0.020434980906706895,0.0,0.0,0.0,0.009613199644467982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028116467020575285,0.0,0.0,0.0,0.0024540504308398436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002187489119998011,0.0,0.0,0.003299147416817767,0.0,0.0002813085620837441,0.004644292043687595,-0.015118663031422414,0.006683972427362605,0.006125395122858564,0.0022626242076331238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.003589621043258665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017961332497278093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009339529060674598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006220222962215863,-0.011086361341539853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00781538321045015,0.0,0.0,0.0,0.0,0.0031574498742655745,0.0,0.01305365975298183,0.016966263382941653,0.011676464587261291,0.0,0.0,0.025255095467198684,0.0,0.00494671074386539,0.0032280145221622782,0.00935537652212342,0.0,0.0,0.0,0.0,0.0,0.0,0.0011657607546187725,0.0027630143144712917,0.0,0.017496781910004346,0.0,0.0,0.0,0.012892076763927023,0.0,0.0,0.023116728167594865,0.0,0.0,0.0,0.009185436939820124,0.0,0.0012202983971093362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003537162634704681,0.0,0.0,0.0,0.00477684082991874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035148159682605634,-0.012711709349957337,0.007974197737827246,0.009555266478241842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
