,0,1,2
0,17.0,9.289819049,7.1786248983245216
1,32.0,2.794045037,4.4344681103429915
2,38.0,5.464455398,4.4344681103429915
3,54.0,5.122300548,5.8410787019864765
4,58.0,1.188311064,1.9611769770261112
5,62.0,3.632430742,1.4066196152103771
6,74.0,4.464571516,4.585916961594379
7,75.0,3.85568008,4.519749656123269
8,91.0,4.36915285,4.98103920870102
9,96.0,5.160254525,5.258769834647344
10,100.0,0.0,2.086656976082217
