,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_n_estimators,param_warm_start,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.0007913589477539062,8.126785362887312e-05,0.0,0.0,True,friedman_mse,3,auto,10,True,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 10, 'warm_start': True}",,,,,,,,321,,,,,,,,,,,,,,,321,,,,,,,
1,0.0008564949035644531,0.0001867318055817276,0.0,0.0,True,friedman_mse,3,auto,10,False,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 10, 'warm_start': False}",,,,,,,,321,,,,,,,,,,,,,,,321,,,,,,,
2,0.0007852554321289062,0.000222504225487415,0.0,0.0,True,friedman_mse,3,auto,20,True,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 20, 'warm_start': True}",,,,,,,,321,,,,,,,,,,,,,,,321,,,,,,,
3,0.000687551498413086,0.00020588497765541318,0.0,0.0,True,friedman_mse,3,auto,20,False,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 20, 'warm_start': False}",,,,,,,,321,,,,,,,,,,,,,,,321,,,,,,,
4,0.010171794891357422,0.001096574768825695,0.0023819923400878905,0.00019254170760944653,True,friedman_mse,3,sqrt,10,True,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 10, 'warm_start': True}",0.40508912640859696,0.19555338607997674,-0.00014495257581881305,-0.25355203961183403,-2.503341626529928,-0.4312792212458015,1.0586158368992953,79,0.8248546093341614,0.8138276279869611,0.8266633287522684,0.8233356760116081,0.7010368394469599,0.7979436163063918,0.04865594589182283,-2.241910876250374,-1.485911805159629,-2.6281400065536924,-1.2179029621650483,-3.5037325663687042,-2.2155196432994897,0.8195134210571596,67,-1.0848141571281165,-1.3129470162890577,-1.1924251789847273,-1.2897484770220375,-1.248544611724453,-1.2256958882296785,0.08147657319231437
5,0.010784006118774414,0.0016615687599054309,0.002543783187866211,0.00023684404206694704,True,friedman_mse,3,sqrt,10,False,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 10, 'warm_start': False}",0.40508912640859696,0.19555338607997674,-0.00014495257581881305,-0.25355203961183403,-2.503341626529928,-0.4312792212458015,1.0586158368992953,79,0.8248546093341614,0.8138276279869611,0.8266633287522684,0.8233356760116081,0.7010368394469599,0.7979436163063918,0.04865594589182283,-2.241910876250374,-1.485911805159629,-2.6281400065536924,-1.2179029621650483,-3.5037325663687042,-2.2155196432994897,0.8195134210571596,67,-1.0848141571281165,-1.3129470162890577,-1.1924251789847273,-1.2897484770220375,-1.248544611724453,-1.2256958882296785,0.08147657319231437
6,0.01739511489868164,0.0004025112519898492,0.0028839588165283205,0.0002752189656983496,True,friedman_mse,3,sqrt,20,True,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 20, 'warm_start': True}",0.39918002265163177,-0.0503782292845083,0.043322844490772616,-0.32906870045457537,-3.048734694337985,-0.5971357513869329,1.2477157884295267,239,0.8245956838267556,0.8282469352616151,0.844001812534663,0.8257229903457821,0.7203801712082758,0.8085895186354183,0.0446566607307956,-2.2530175398185786,-1.6979201993108437,-2.5703941569415854,-1.2540510555893323,-3.7665988091983365,-2.3083963521717354,0.8581828716395536,205,-1.0856157263842918,-1.2610776598275362,-1.131216387685127,-1.2810044708653066,-1.2074779518243974,-1.1932784393173317,0.07474914725571996
7,0.016112852096557616,0.0006238672385831769,0.0024605751037597655,9.480088752410106e-05,True,friedman_mse,3,sqrt,20,False,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 20, 'warm_start': False}",0.39918002265163177,-0.0503782292845083,0.043322844490772616,-0.32906870045457537,-3.048734694337985,-0.5971357513869329,1.2477157884295267,239,0.8245956838267556,0.8282469352616151,0.844001812534663,0.8257229903457821,0.7203801712082758,0.8085895186354183,0.0446566607307956,-2.2530175398185786,-1.6979201993108437,-2.5703941569415854,-1.2540510555893323,-3.7665988091983365,-2.3083963521717354,0.8581828716395536,205,-1.0856157263842918,-1.2610776598275362,-1.131216387685127,-1.2810044708653066,-1.2074779518243974,-1.1932784393173317,0.07474914725571996
8,0.010539579391479491,0.0010934105657336621,0.002933692932128906,0.0006503209704683128,True,friedman_mse,3,log2,10,True,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 10, 'warm_start': True}",0.4032467499711696,0.25828829839759604,0.20238249988517099,-0.599494723131142,-2.184022411330625,-0.38391991724156604,0.9656764224825908,51,0.8223480062867771,0.8384446187640077,0.8163108559076591,0.8254762938520628,0.6750815533705539,0.795532265636212,0.060658590030378566,-2.2453796738561023,-1.4267963327830546,-2.3470068683618073,-1.3757290521708467,-3.3402406971262804,-2.1470305248596184,0.7193131253463297,19,-1.0925492692927097,-1.2230671416069363,-1.2275174005346525,-1.2819108083002588,-1.3016145983819607,-1.2253318436233036,0.07302240135407895
9,0.014380645751953126,0.002434075002435352,0.003475809097290039,0.0007786843006735002,True,friedman_mse,3,log2,10,False,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 10, 'warm_start': False}",0.4032467499711696,0.25828829839759604,0.20238249988517099,-0.599494723131142,-2.184022411330625,-0.38391991724156604,0.9656764224825908,51,0.8223480062867771,0.8384446187640077,0.8163108559076591,0.8254762938520628,0.6750815533705539,0.795532265636212,0.060658590030378566,-2.2453796738561023,-1.4267963327830546,-2.3470068683618073,-1.3757290521708467,-3.3402406971262804,-2.1470305248596184,0.7193131253463297,19,-1.0925492692927097,-1.2230671416069363,-1.2275174005346525,-1.2819108083002588,-1.3016145983819607,-1.2253318436233036,0.07302240135407895
