,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.29120779037475586,0.030907713849635796,0.0018342971801757813,0.00014408821255630825,{},0.4332207882625103,-1.175473398132422,0.3461845772187545,0.1264429836714912,-0.15031312213516457,-0.0839876342229661,0.5818202423253797,1,0.8618466927689651,0.6907259212253817,0.7165607115680568,0.8305700263999617,0.47547643852026467,0.715035958096526,0.13629642617415816,-2.1882621417906885,-2.4435504366419893,-2.12492988247793,-1.0166866735273972,-2.007695021898341,-1.9562248312672694,0.4909521532299461,1,-0.9634665271920752,-1.6922376196537037,-1.5248107193594866,-1.2630650479999947,-1.6537799691098525,-1.4194719766630226,0.27305738565893345
