,0,1,2
0,7.0,8.459865801,6.048729874000408
1,22.0,8.459865801,5.974928604935927
2,31.0,4.139069177,3.4667573779418532
3,51.0,8.003605361,4.368601944731635
4,66.0,6.390999774,4.869806926724465
5,69.0,7.796593772,3.6498004721996615
6,72.0,2.814519744,4.680384993627847
7,78.0,6.188087814,4.367469078625856
8,88.0,7.06815438,5.7899938090829295
9,101.0,0.0,2.439382168576363
10,106.0,0.0,-0.764281244398914
11,111.0,0.0,2.311969919631232
