,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall
0,0.025819826126098632,0.002998607757453615,0.009997367858886719,0.0021861051049708964,10,{'n_estimators': 10},0.6196172248803828,0.6594896331738436,0.7390625,0.9703124999999999,0.49687499999999996,0.6970713716108452,0.15742559399450387,3,0.9227259346482191,0.9526543028162103,0.9310650887573965,0.9277613412228797,0.9625739644970415,0.9393561263883493,0.015463848991067673,0.7391304347826086,0.75,0.6590909090909091,0.6274509803921569,0.6410256410256411,0.6833395930582631,0.05110427401002512,4,0.8455882352941176,0.8646616541353384,0.85,0.851063829787234,0.921875,0.8666377438433379,0.02834608448318004,0.5151515151515151,0.45454545454545453,0.90625,1.0,0.78125,0.731439393939394,0.21382953200093577,1,0.8914728682170543,0.8914728682170543,0.9153846153846154,0.9230769230769231,0.9076923076923077,0.9058199165175911,0.012684393390247026
1,0.06128993034362793,0.005298727257378848,0.014772415161132812,0.003449517687001091,20,{'n_estimators': 20},0.7376395534290271,0.6068580542264753,0.7249999999999999,0.95390625,0.5109375,0.7068682715311004,0.14879133373352268,2,0.9816504759101168,0.9884211559218918,0.9791420118343195,0.9834812623274162,0.9932445759368838,0.9851878963861257,0.005046636821833513,0.8260869565217391,0.7391304347826086,0.6585365853658537,0.6274509803921569,0.6206896551724138,0.6943789224469544,0.07815860127043874,3,0.921875,0.9534883720930233,0.9384615384615385,0.9191176470588235,0.9763779527559056,0.9418641020738582,0.02123615972339219,0.5757575757575758,0.5151515151515151,0.84375,1.0,0.5625,0.6994318181818182,0.18930073464174538,4,0.9147286821705426,0.9534883720930233,0.9384615384615385,0.9615384615384616,0.9538461538461539,0.944412641621944,0.01662051035208736
2,0.12181320190429687,0.00617644473661707,0.023544740676879884,0.002070812116373483,50,{'n_estimators': 50},0.799043062200957,0.7192982456140351,0.675,0.9578125,0.47578125000000004,0.7253870115629985,0.15768689335593852,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875,0.7931034482758621,0.6190476190476191,0.6956521739130435,0.5714285714285714,0.7108463625330191,0.11118258676457164,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6363636363636364,0.696969696969697,0.8125,1.0,0.5,0.7291666666666667,0.16879665120558093,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0.2423311710357666,0.036493164924840844,0.04412589073181152,0.015064817739377324,100,{'n_estimators': 100},0.7288676236044658,0.696969696969697,0.7453125,0.7453124999999999,0.4875,0.6807924641148325,0.09824517348717401,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8181818181818182,0.7333333333333333,0.6842105263157895,0.6666666666666666,0.5862068965517241,0.6977198482098663,0.07663073375828619,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.8125,1.0,0.53125,0.7111742424242424,0.17635413386875487,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
