,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.7267083644866943,0.6033047625463677,0.00267643928527832,3.3771181702788035e-05,{},0.2687249395695356,0.03327053946597547,0.6098742063930762,-0.3706195324347066,-1.8644889315272262,-0.2646477557066691,0.8612493495119014,1,0.884487375204208,0.8427965199242536,0.8569438041165884,0.8289319324250609,0.6834853271062133,0.8193289917552647,0.07036608787734466,-2.4856087646462632,-1.6289092739871094,-1.6414186214943198,-1.2735029670039022,-3.1682050317489847,-2.0395289317761156,0.6909114353032599,1,-0.8809894633062495,-1.206481487804864,-1.083276315559198,-1.2691561848705895,-1.2846716803986993,-1.14491502638792,0.14980937920798695
