,0,1,2,3,4
0,0.0,0.0,0.0,0.5405405405405406,0.4594594594594595
1,1.0,0.0,1.0,0.0,1.0
2,2.0,0.0,0.0,0.8666666666666667,0.13333333333333333
3,3.0,0.0,1.0,0.0,1.0
4,4.0,0.0,0.0,0.5405405405405406,0.4594594594594595
5,5.0,0.0,0.0,0.8666666666666667,0.13333333333333333
6,6.0,1.0,1.0,0.2692307692307692,0.7307692307692307
7,7.0,1.0,1.0,0.42857142857142855,0.5714285714285714
8,8.0,0.0,0.0,0.8666666666666667,0.13333333333333333
9,9.0,0.0,0.0,0.5405405405405406,0.4594594594594595
10,10.0,1.0,1.0,0.42857142857142855,0.5714285714285714
11,11.0,0.0,1.0,0.42857142857142855,0.5714285714285714
12,12.0,0.0,0.0,0.8666666666666667,0.13333333333333333
13,13.0,1.0,1.0,0.42857142857142855,0.5714285714285714
14,14.0,0.0,1.0,0.42857142857142855,0.5714285714285714
15,15.0,1.0,1.0,0.42857142857142855,0.5714285714285714
16,16.0,0.0,0.0,0.8666666666666667,0.13333333333333333
17,17.0,0.0,0.0,0.9,0.1
18,18.0,0.0,0.0,0.9,0.1
19,19.0,0.0,0.0,0.8666666666666667,0.13333333333333333
20,20.0,1.0,1.0,0.42857142857142855,0.5714285714285714
21,21.0,0.0,0.0,0.8666666666666667,0.13333333333333333
22,22.0,1.0,1.0,0.2692307692307692,0.7307692307692307
23,23.0,0.0,0.0,0.8666666666666667,0.13333333333333333
24,24.0,0.0,0.0,0.5405405405405406,0.4594594594594595
25,25.0,0.0,0.0,0.8666666666666667,0.13333333333333333
26,26.0,0.0,0.0,0.5405405405405406,0.4594594594594595
27,27.0,0.0,1.0,0.42857142857142855,0.5714285714285714
28,28.0,0.0,0.0,0.8666666666666667,0.13333333333333333
29,29.0,1.0,1.0,0.42857142857142855,0.5714285714285714
30,30.0,1.0,1.0,0.42857142857142855,0.5714285714285714
31,31.0,1.0,1.0,0.2692307692307692,0.7307692307692307
32,32.0,0.0,1.0,0.42857142857142855,0.5714285714285714
33,33.0,0.0,0.0,0.8666666666666667,0.13333333333333333
34,34.0,1.0,1.0,0.42857142857142855,0.5714285714285714
35,35.0,1.0,1.0,0.42857142857142855,0.5714285714285714
36,36.0,1.0,1.0,0.2692307692307692,0.7307692307692307
37,37.0,0.0,1.0,0.42857142857142855,0.5714285714285714
38,38.0,0.0,0.0,0.8666666666666667,0.13333333333333333
39,39.0,1.0,1.0,0.42857142857142855,0.5714285714285714
40,40.0,1.0,1.0,0.42857142857142855,0.5714285714285714
41,41.0,1.0,1.0,0.42857142857142855,0.5714285714285714
42,42.0,0.0,0.0,0.5405405405405406,0.4594594594594595
43,43.0,0.0,0.0,0.9,0.1
