,0,1,2,3,4
0,8.0,0.0,0.0,1.0,0.0
1,27.0,1.0,1.0,0.0,1.0
2,38.0,1.0,1.0,0.0,1.0
3,46.0,1.0,1.0,0.0,1.0
4,51.0,1.0,1.0,0.0,1.0
5,53.0,1.0,1.0,0.0,1.0
6,64.0,1.0,1.0,0.0,1.0
7,65.0,0.0,0.0,1.0,0.0
8,83.0,0.0,0.0,1.0,0.0
9,90.0,0.0,0.0,1.0,0.0
10,118.0,1.0,1.0,0.20754716981132076,0.7924528301886793
11,119.0,1.0,1.0,0.20754716981132076,0.7924528301886793
12,130.0,0.0,0.0,1.0,0.0
13,133.0,1.0,1.0,0.20754716981132076,0.7924528301886793
14,136.0,0.0,1.0,0.20754716981132076,0.7924528301886793
15,151.0,0.0,1.0,0.20754716981132076,0.7924528301886793
16,156.0,1.0,1.0,0.20754716981132076,0.7924528301886793
17,158.0,1.0,0.0,1.0,0.0
18,159.0,0.0,0.0,1.0,0.0
19,178.0,1.0,1.0,0.20754716981132076,0.7924528301886793
20,180.0,1.0,1.0,0.20754716981132076,0.7924528301886793
21,184.0,1.0,1.0,0.0,1.0
22,194.0,0.0,1.0,0.20754716981132076,0.7924528301886793
23,198.0,1.0,1.0,0.20754716981132076,0.7924528301886793
24,202.0,1.0,1.0,0.20754716981132076,0.7924528301886793
25,226.0,1.0,0.0,0.7857142857142857,0.21428571428571427
26,243.0,0.0,0.0,1.0,0.0
27,271.0,1.0,1.0,0.20754716981132076,0.7924528301886793
28,294.0,1.0,1.0,0.2,0.8
29,304.0,0.0,0.0,1.0,0.0
30,305.0,0.0,0.0,0.7857142857142857,0.21428571428571427
31,306.0,0.0,0.0,1.0,0.0
32,312.0,0.0,0.0,1.0,0.0
33,322.0,0.0,0.0,1.0,0.0
34,352.0,0.0,0.0,1.0,0.0
