,0,1,2,3,4
0,21.0,1.0,1.0,0.0,1.0
1,55.0,1.0,1.0,0.021739130434782608,0.9782608695652174
2,69.0,1.0,1.0,0.0,1.0
3,82.0,0.0,0.0,0.9772727272727273,0.022727272727272728
4,87.0,0.0,0.0,0.9772727272727273,0.022727272727272728
5,101.0,0.0,0.0,0.9772727272727273,0.022727272727272728
6,102.0,0.0,1.0,0.25,0.75
7,115.0,0.0,0.0,1.0,0.0
8,132.0,1.0,1.0,0.32142857142857145,0.6785714285714286
9,143.0,1.0,1.0,0.32142857142857145,0.6785714285714286
10,153.0,1.0,1.0,0.25,0.75
11,157.0,0.0,0.0,1.0,0.0
12,162.0,0.0,0.0,0.8461538461538461,0.15384615384615385
13,164.0,1.0,1.0,0.25,0.75
14,177.0,1.0,1.0,0.021739130434782608,0.9782608695652174
15,210.0,0.0,1.0,0.32142857142857145,0.6785714285714286
16,231.0,0.0,1.0,0.32142857142857145,0.6785714285714286
17,232.0,0.0,0.0,0.9772727272727273,0.022727272727272728
18,235.0,1.0,1.0,0.32142857142857145,0.6785714285714286
19,236.0,0.0,1.0,0.0,1.0
20,238.0,0.0,0.0,0.9772727272727273,0.022727272727272728
21,241.0,1.0,0.0,0.9772727272727273,0.022727272727272728
22,242.0,0.0,0.0,1.0,0.0
23,248.0,0.0,1.0,0.021739130434782608,0.9782608695652174
24,254.0,1.0,1.0,0.021739130434782608,0.9782608695652174
25,257.0,1.0,1.0,0.32142857142857145,0.6785714285714286
26,268.0,1.0,0.0,1.0,0.0
27,300.0,0.0,0.0,0.9772727272727273,0.022727272727272728
28,321.0,0.0,1.0,0.32142857142857145,0.6785714285714286
29,333.0,0.0,0.0,0.9772727272727273,0.022727272727272728
30,343.0,0.0,0.0,0.9772727272727273,0.022727272727272728
31,345.0,0.0,0.0,0.9772727272727273,0.022727272727272728
32,348.0,0.0,0.0,1.0,0.0
33,353.0,0.0,0.0,0.9772727272727273,0.022727272727272728
34,354.0,0.0,0.0,0.9772727272727273,0.022727272727272728
