,feature,importance,importance_std,abs_importance
0,$\Delta t$,0.10131578947368416,0.012202129599336472,0.10131578947368416
1,[Cl$^{-}]$,0.0822368421052631,0.008826584121709691,0.0822368421052631
2,nS_1,0.03552631578947363,0.004834519229177333,0.03552631578947363
3,urea,0.03486842105263153,0.006773440882228279,0.03486842105263153
4,NdO_0,0.0342105263157894,0.004462059199424494,0.0342105263157894
5,nS_0,0.0335526315789473,0.004363979987309713,0.0335526315789473
6,thiourea,0.031578947368421,0.003354618101047867,0.031578947368421
7,indole,0.030921052631578894,0.006101064799668194,0.030921052631578894
8,NdO_2,0.025657894736842057,0.00637852612817939,0.025657894736842057
9,BCUTi-1l,0.022368421052631527,0.006709236202095784,0.022368421052631527
10,NdssC_2,0.020394736842105222,0.006378526128179397,0.020394736842105222
11,AXp-5d,0.018421052631578914,0.001611506409725821,0.018421052631578914
12,nS_2,0.01776315789473677,0.0026315789473684514,0.01776315789473677
13,nBondsD_2,0.01710526315789469,0.005263157894736864,0.01710526315789469
14,NssNH_2,0.01644736842105259,0.00465201829727994,0.01644736842105259
15,EState_VSA3,0.01644736842105259,0.0075011541124943275,0.01644736842105259
16,GATS1s,0.01513157894736834,0.002631578947368407,0.01513157894736834
17,nFHRing_0,0.014473684210526283,0.006101064799668244,0.014473684210526283
18,nFRing_0,0.014473684210526283,0.006101064799668244,0.014473684210526283
19,NssO_0,0.010526315789473628,0.005263157894736814,0.010526315789473628
20,nARing_0,0.009868421052631526,0.0055043422798294155,0.009868421052631526
21,n5Ring_0,0.009210526315789424,0.004834519229177299,0.009210526315789424
22,n5HRing_0,0.009210526315789424,0.004834519229177299,0.009210526315789424
23,NssO_1,0.009210526315789424,0.004834519229177299,0.009210526315789424
24,GATS5c,0.009210526315789424,0.003223012819451533,0.009210526315789424
25,nARing_1,0.009210526315789424,0.006378526128179346,0.009210526315789424
26,TopoPSA,0.008552631578947322,0.002631578947368407,0.008552631578947322
27,NdO_1,0.008552631578947322,0.002631578947368407,0.008552631578947322
28,BCUTc-1h,0.008552631578947322,0.003354618101047867,0.008552631578947322
29,SRW05,0.007894736842105222,0.003354618101047867,0.007894736842105222
30,nFHRing_1,0.007894736842105222,0.003354618101047867,0.007894736842105222
31,nFRing_1,0.007894736842105222,0.003354618101047867,0.007894736842105222
32,GATS3c,0.007894736842105222,0.004923233403649897,0.007894736842105222
33,GATS5se,0.00723684210526312,0.0024616167018249487,0.00723684210526312
34,PEOE_VSA13,0.00723684210526312,0.0013157894736842036,0.00723684210526312
35,MATS6d,0.00723684210526312,0.0038361525623982038,0.00723684210526312
36,MATS4c,0.00723684210526312,0.003223012819451533,0.00723684210526312
37,n5HRing_2,0.00723684210526312,0.0038361525623982033,0.00723684210526312
38,n5Ring_2,0.00723684210526312,0.0038361525623982033,0.00723684210526312
39,GATS1c,0.00723684210526312,0.005659424517791172,0.00723684210526312
40,PEOE_VSA10,0.006578947368421018,0.0036034378783234423,0.006578947368421018
41,NdssC_3,0.006578947368421018,0.0036034378783234423,0.006578947368421018
42,MATS7v,0.006578947368421018,0.004652018297279893,0.006578947368421018
43,SdO,0.006578947368421018,0.0029421947072365497,0.006578947368421018
44,NaaNH_0,0.0059210526315789155,0.006029704861783968,0.0059210526315789155
45,BCUTc-1l,0.0059210526315789155,0.0024616167018249487,0.0059210526315789155
46,NdssC_0,0.005263157894736814,0.003354618101047867,0.005263157894736814
47,nAHRing_1,0.005263157894736814,0.003947368421052611,0.005263157894736814
48,nBondsD_3,0.005263157894736814,0.002631578947368407,0.005263157894736814
49,nAHRing_0,0.005263157894736814,0.003947368421052611,0.005263157894736814
50,NssNH_4,0.005263157894736792,0.0049232334036499355,0.005263157894736792
51,MATS6s,0.005263157894736792,0.007085743167282232,0.005263157894736792
52,VSA_EState3,0.004605263157894712,0.003354618101047867,0.004605263157894712
53,AATSC6d,0.004605263157894712,0.0016115064097257665,0.004605263157894712
54,NaaNH_1,0.004605263157894712,0.003354618101047867,0.004605263157894712
55,NdO_5,0.004605263157894712,0.0016115064097257665,0.004605263157894712
56,AATSC2se,0.004605263157894712,0.002631578947368407,0.004605263157894712
57,nBondsD_5,0.004605263157894712,0.0016115064097257665,0.004605263157894712
58,MATS3are,0.004605263157894712,0.002631578947368407,0.004605263157894712
59,AATSC0c,0.0046052631578946904,0.004462059199424533,0.0046052631578946904
60,ATSC2pe,0.003947368421052611,0.0024616167018249482,0.003947368421052611
61,n5HRing_1,0.003947368421052611,0.0013157894736842036,0.003947368421052611
62,AATSC4c,0.003947368421052611,0.0024616167018249482,0.003947368421052611
63,n5Ring_1,0.003947368421052611,0.0013157894736842036,0.003947368421052611
64,nBondsD_1,0.003947368421052611,0.003223012819451533,0.003947368421052611
65,AATSC7v,0.003947368421052611,0.0038361525623982033,0.003947368421052611
66,squaramide,0.003947368421052611,0.0024616167018249482,0.003947368421052611
67,nBase_0,0.003947368421052611,0.003223012819451533,0.003947368421052611
68,nBase_1,0.003947368421052611,0.003223012819451533,0.003947368421052611
69,BCUTp-1h,0.003947368421052611,0.0024616167018249482,0.003947368421052611
70,nFRing_2,0.003289473684210509,0.0029421947072365497,0.003289473684210509
71,nFHRing_2,0.003289473684210509,0.0029421947072365497,0.003289473684210509
72,SpMax_A,0.003289473684210509,0.0036034378783234423,0.003289473684210509
73,GATS2s,0.003289473684210509,0.002080445829058133,0.003289473684210509
74,BCUTd-1l,0.003289473684210509,0.0029421947072365497,0.003289473684210509
75,ATSC2se,0.003289473684210509,0.0029421947072365497,0.003289473684210509
