,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall
10,0.04699411392211914,0.004944218220443771,0.034197998046875,0.0018981579268619764,4,50,"{'max_depth': 4, 'n_estimators': 50}",0.8293460925039873,0.6874003189792663,0.7015625,0.9406249999999999,0.7359375000000001,0.7789742822966508,0.0947616095515677,13,0.9342557158276911,0.9601609263075263,0.9355522682445759,0.9460552268244575,0.9464003944773176,0.9444849063363137,0.009341316450386696,0.9090909090909091,0.9,0.5777777777777777,0.6274509803921569,0.8461538461538461,0.772094702682938,0.14092079767466287,7,0.849624060150376,0.9007633587786259,0.8223684210526315,0.85,0.8951612903225806,0.8635834260608428,0.029858194540967095,0.6060606060606061,0.5454545454545454,0.8125,1.0,0.6875,0.7303030303030302,0.16182091275643576,8,0.875968992248062,0.9147286821705426,0.9615384615384616,0.9153846153846154,0.8538461538461538,0.9042933810375671,0.0370299985477505
11,0.07939133644104004,0.004074405665034601,0.03546590805053711,0.0006450349053595803,4,100,"{'max_depth': 4, 'n_estimators': 100}",0.8373205741626795,0.6411483253588516,0.703125,0.9406249999999999,0.728125,0.7700687799043061,0.10627649033068884,16,0.9422039054067315,0.9612403100775193,0.9364891518737672,0.945759368836292,0.9521696252465484,0.9475724722881717,0.008519301040046645,0.9166666666666666,0.9,0.5777777777777777,0.6274509803921569,0.8636363636363636,0.777106357694593,0.14435787738460384,5,0.8702290076335878,0.912,0.8116883116883117,0.841726618705036,0.9090909090909091,0.8689469694235689,0.03869430018668222,0.6666666666666666,0.5454545454545454,0.8125,1.0,0.59375,0.7236742424242424,0.16500810426155638,10,0.8837209302325582,0.8837209302325582,0.9615384615384616,0.9,0.8461538461538461,0.8950268336314847,0.03766362924330636
12,0.01807713508605957,0.0009886638883312643,0.034743118286132815,0.001443415766871594,5,10,"{'max_depth': 5, 'n_estimators': 10}",0.9250398724082934,0.6993620414673046,0.7406249999999999,0.97421875,0.6382812499999999,0.7955053827751195,0.13091407720153314,9,0.9645765871847709,0.972426650966539,0.9606508875739646,0.9310650887573965,0.9550788954635108,0.9567596219892364,0.014033791856452283,0.95,0.8571428571428571,0.6170212765957447,0.6530612244897959,0.6538461538461539,0.7462143024149103,0.1324643072767352,16,0.9007633587786259,0.9302325581395349,0.8366013071895425,0.8636363636363636,0.9098360655737705,0.8882139306635676,0.03364071825006812,0.5757575757575758,0.5454545454545454,0.90625,1.0,0.53125,0.7117424242424242,0.19982326184248436,15,0.9147286821705426,0.9302325581395349,0.9846153846153847,0.8769230769230769,0.8538461538461538,0.9120691711389386,0.04522190265200455
13,0.02078237533569336,0.0009425355536238583,0.03611664772033692,0.0008255146318685394,5,20,"{'max_depth': 5, 'n_estimators': 20}",0.9082934609250399,0.7001594896331739,0.725,0.95625,0.6921875,0.7963780901116427,0.11251009527103298,7,0.9637915808065941,0.982877048376018,0.9703155818540433,0.951923076923077,0.9671597633136094,0.9672134102546683,0.010004790012646269,1.0,0.8947368421052632,0.5909090909090909,0.6274509803921569,0.7916666666666666,0.7809527160146355,0.15538512862723836,4,0.9274193548387096,0.952755905511811,0.8590604026845637,0.8854961832061069,0.9421487603305785,0.913376121314354,0.035505866575556405,0.6363636363636364,0.5151515151515151,0.8125,1.0,0.59375,0.7115530303030303,0.17406694061867484,16,0.8914728682170543,0.937984496124031,0.9846153846153847,0.8923076923076924,0.8769230769230769,0.9166607036374479,0.03969664465343827
14,0.04859628677368164,0.0030264777597690754,0.03679490089416504,0.00108046133838724,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.9011164274322169,0.6475279106858055,0.7187500000000001,0.946875,0.6890624999999999,0.7806663676236044,0.12007021299507421,12,0.968599744872927,0.9788048277892258,0.9767258382642998,0.9766272189349112,0.9761341222879685,0.9753783504298665,0.0035110348189418645,0.9565217391304348,0.9,0.6170212765957447,0.6274509803921569,0.6785714285714286,0.755913084937953,0.14337367245588545,14,0.92,0.9596774193548387,0.8767123287671232,0.9365079365079365,0.9384615384615385,0.9262718446182875,0.02780208727042839,0.6666666666666666,0.5454545454545454,0.90625,1.0,0.59375,0.7424242424242424,0.1787872768993464,6,0.8914728682170543,0.9224806201550387,0.9846153846153847,0.9076923076923077,0.9384615384615385,0.9289445438282649,0.03189790596242384
15,0.08396649360656738,0.001222953073299745,0.03579549789428711,0.000875136501900568,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.9090909090909092,0.6220095693779905,0.7046875,0.9453125000000001,0.7046874999999999,0.7771575956937798,0.12669428608709657,14,0.9695810028456481,0.9840054950446473,0.9782051282051283,0.9783037475345168,0.9784023668639054,0.9776995480987691,0.004621479553777903,0.9545454545454546,0.9,0.5909090909090909,0.6274509803921569,0.7727272727272727,0.769126559714795,0.14377372849754144,8,0.9126984126984127,0.952,0.8767123287671232,0.936,0.9349593495934959,0.9224740182118063,0.026078013603750595,0.6363636363636364,0.5454545454545454,0.8125,1.0,0.53125,0.7051136363636363,0.17828962415868352,18,0.8914728682170543,0.9224806201550387,0.9846153846153847,0.9,0.8846153846153846,0.9166368515205725,0.03630596595754755
16,0.018311786651611327,0.0008165470574533903,0.03502125740051269,0.001971188617324256,7,10,"{'max_depth': 7, 'n_estimators': 10}",0.9035087719298246,0.7161084529505584,0.7421875000000001,0.9671875,0.6515624999999999,0.7961109449760766,0.11916700089087046,8,0.9856736335982731,0.9920518104209597,0.9961538461538462,0.988214990138067,0.985897435897436,0.9895983432417165,0.004000196155096101,0.9545454545454546,0.9047619047619048,0.6486486486486487,0.6274509803921569,0.7391304347826086,0.7749074846261547,0.1327378486071946,6,0.9682539682539683,0.9838709677419355,0.9280575539568345,0.9555555555555556,0.9461538461538461,0.9563783783324281,0.018995574733766587,0.6363636363636364,0.5757575757575758,0.75,1.0,0.53125,0.6986742424242424,0.16760282879041488,21,0.9457364341085271,0.9457364341085271,0.9923076923076923,0.9923076923076923,0.9461538461538461,0.964448419797257,0.02274751138584633
17,0.020807313919067382,0.0007210342540272379,0.03590302467346192,0.0011306963487179439,7,20,"{'max_depth': 7, 'n_estimators': 20}",0.9138755980861245,0.6889952153110047,0.759375,0.953125,0.75,0.8130741626794258,0.10201245185219529,2,0.9947012069473065,0.9965655970954764,0.9985207100591716,0.995266272189349,0.9969921104536489,0.9964091793489904,0.001345083166551877,0.9545454545454546,0.8636363636363636,0.6585365853658537,0.64,0.85,0.7933436807095344,0.12314564470170265,2,0.9841269841269841,0.9841269841269841,0.9347826086956522,0.9699248120300752,1.0,0.9745922777959392,0.022063402220814064,0.6363636363636364,0.5757575757575758,0.84375,1.0,0.53125,0.7174242424242424,0.177261598005998,14,0.9612403100775194,0.9612403100775194,0.9923076923076923,0.9923076923076923,0.9692307692307692,0.9752653548002386,0.01421761243936353
18,0.048875856399536136,0.0033581010911018475,0.035739564895629884,0.002155931994201056,7,50,"{'max_depth': 7, 'n_estimators': 50}",0.9330143540669856,0.6443381180223285,0.7453124999999999,0.9609375,0.73125,0.8029704944178627,0.12288001038879771,5,0.9978412324600138,0.9975468550681974,0.9994082840236687,0.9970414201183432,0.9987179487179487,0.9981111480776343,0.000846920023095972,0.9565217391304348,0.9047619047619048,0.6666666666666666,0.64,0.782608695652174,0.790111801242236,0.12543162629982088,3,0.9920634920634921,0.9841269841269841,0.948905109489051,0.9847328244274809,1.0,0.9819656820214016,0.017507325053549846,0.6666666666666666,0.5757575757575758,0.8125,1.0,0.5625,0.7234848484848484,0.16453090928513353,11,0.9689922480620154,0.9612403100775194,1.0,0.9923076923076923,0.9769230769230769,0.9798926654740608,0.014380443044466052
19,0.08380160331726075,0.0013433454406713214,0.03433866500854492,0.001299673733473074,7,100,"{'max_depth': 7, 'n_estimators': 100}",0.9170653907496013,0.6299840510366826,0.7390625000000001,0.9625,0.75,0.7997223883572568,0.12266129966569181,6,0.9992149936218232,0.9978412324600138,0.9992110453648915,0.9990138067061144,0.9989151873767258,0.9988392531059137,0.0005121895355434411,1.0,0.9047619047619048,0.6578947368421053,0.64,0.8260869565217391,0.8057487196251498,0.13948781518142803,1,1.0,1.0,0.948905109489051,0.9772727272727273,1.0,0.9852355673523556,0.02018551166015648,0.6666666666666666,0.5757575757575758,0.78125,1.0,0.59375,0.7234848484848484,0.1560001445838844,11,0.9689922480620154,0.9612403100775194,1.0,0.9923076923076923,0.9846153846153847,0.9814311270125223,0.014391921422622656
20,0.01861577033996582,0.00034062035255458245,0.036316299438476564,0.0008959072886805672,10,10,"{'max_depth': 10, 'n_estimators': 10}",0.8381180223285486,0.74481658692185,0.77578125,0.95390625,0.64140625,0.7908056718500797,0.10344193882003457,10,0.9988224904327347,1.0,1.0,0.9998027613412228,0.9992110453648915,0.9995672594277698,0.0004714995803828643,0.8947368421052632,0.8571428571428571,0.6857142857142857,0.64,0.7391304347826086,0.7633448839490029,0.0978659452215288,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5151515151515151,0.5454545454545454,0.75,1.0,0.53125,0.6683712121212121,0.18656254782674625,24,0.9302325581395349,0.9844961240310077,0.9923076923076923,0.9923076923076923,0.9923076923076923,0.9783303518187239,0.024238451457192046
21,0.02078857421875,0.00033194790589147617,0.03590626716613769,0.0005687974062597687,10,20,"{'max_depth': 10, 'n_estimators': 20}",0.8931419457735247,0.6794258373205742,0.7578125,0.95625,0.74921875,0.8071698066188198,0.1017144071814598,4,1.0,0.9999999999999999,1.0,1.0,0.9995562130177514,0.9999112426035502,0.00017751479289941364,0.875,0.9,0.6486486486486487,0.64,0.7727272727272727,0.7672751842751844,0.10910679666057199,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6363636363636364,0.5454545454545454,0.75,1.0,0.53125,0.6926136363636364,0.17241673640263447,22,0.9922480620155039,0.9922480620155039,1.0,0.9923076923076923,0.9923076923076923,0.9938223017292784,0.0030889642496099265
22,0.04679431915283203,0.003797576052980995,0.035110998153686526,0.001887880290053922,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.9043062200956938,0.6921850079744817,0.746875,0.971875,0.7671875,0.8164857456140352,0.1044843552117833,1,1.0,1.0,1.0,1.0,0.9998027613412228,0.9999605522682445,7.889546351087517e-05,0.9166666666666666,0.8095238095238095,0.6578947368421053,0.64,0.76,0.7568170426065164,0.10175645515631355,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.5151515151515151,0.78125,1.0,0.59375,0.7113636363636363,0.1688342603293934,17,0.9922480620155039,0.9922480620155039,1.0,0.9923076923076923,0.9923076923076923,0.9938223017292784,0.0030889642496099265
23,0.0810861587524414,0.002642671350064176,0.034852790832519534,0.0014604033999298615,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.9043062200956937,0.6762360446570973,0.7453125,0.9765625,0.7515625,0.8107959529505584,0.11146817632039019,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.92,0.8571428571428571,0.6578947368421053,0.64,0.76,0.7670075187969925,0.10919404091796352,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.696969696969697,0.5454545454545454,0.78125,1.0,0.59375,0.7234848484848484,0.1606402282837865,11,1.0,0.9922480620155039,1.0,1.0,0.9923076923076923,0.9969111508646392,0.0037830991328146593
