,0,1,2,3,4
0,0.0,0.0,0.0,0.6206896551724138,0.3793103448275862
1,1.0,0.0,0.0,0.6206896551724138,0.3793103448275862
2,2.0,0.0,0.0,0.88,0.12
3,3.0,0.0,0.0,0.88,0.12
4,4.0,0.0,0.0,0.6206896551724138,0.3793103448275862
5,5.0,0.0,0.0,0.88,0.12
6,6.0,1.0,1.0,0.047619047619047616,0.9523809523809523
7,7.0,1.0,1.0,0.35714285714285715,0.6428571428571429
8,8.0,0.0,0.0,0.88,0.12
9,9.0,0.0,0.0,0.6206896551724138,0.3793103448275862
10,10.0,1.0,1.0,0.35714285714285715,0.6428571428571429
11,11.0,0.0,1.0,0.35714285714285715,0.6428571428571429
12,12.0,0.0,0.0,0.88,0.12
13,13.0,1.0,1.0,0.35714285714285715,0.6428571428571429
14,14.0,0.0,1.0,0.35714285714285715,0.6428571428571429
15,15.0,1.0,1.0,0.35714285714285715,0.6428571428571429
16,16.0,0.0,0.0,0.88,0.12
17,17.0,0.0,1.0,0.35714285714285715,0.6428571428571429
18,18.0,0.0,1.0,0.35714285714285715,0.6428571428571429
19,19.0,0.0,0.0,0.88,0.12
20,20.0,1.0,1.0,0.047619047619047616,0.9523809523809523
21,21.0,0.0,0.0,0.88,0.12
22,22.0,1.0,1.0,0.047619047619047616,0.9523809523809523
23,23.0,0.0,0.0,0.88,0.12
24,24.0,0.0,0.0,0.6206896551724138,0.3793103448275862
25,25.0,0.0,0.0,0.88,0.12
26,26.0,0.0,0.0,0.6206896551724138,0.3793103448275862
27,27.0,0.0,1.0,0.35714285714285715,0.6428571428571429
28,28.0,0.0,0.0,0.88,0.12
29,29.0,1.0,1.0,0.047619047619047616,0.9523809523809523
30,30.0,1.0,1.0,0.35714285714285715,0.6428571428571429
31,31.0,1.0,1.0,0.047619047619047616,0.9523809523809523
32,32.0,0.0,1.0,0.35714285714285715,0.6428571428571429
33,33.0,0.0,0.0,0.88,0.12
34,34.0,1.0,1.0,0.047619047619047616,0.9523809523809523
35,35.0,1.0,1.0,0.35714285714285715,0.6428571428571429
36,36.0,1.0,1.0,0.047619047619047616,0.9523809523809523
37,37.0,0.0,1.0,0.35714285714285715,0.6428571428571429
38,38.0,0.0,0.0,0.88,0.12
39,39.0,1.0,1.0,0.047619047619047616,0.9523809523809523
40,40.0,1.0,1.0,0.35714285714285715,0.6428571428571429
41,41.0,1.0,1.0,0.35714285714285715,0.6428571428571429
42,42.0,0.0,0.0,0.6206896551724138,0.3793103448275862
43,43.0,0.0,1.0,0.35714285714285715,0.6428571428571429
