,0,1,2,3,4
0,2.0,0.0,0.0,0.6302727207400514,0.36972727925994864
1,6.0,0.0,0.0,0.6276620985258399,0.3723379014741601
2,10.0,1.0,0.0,0.6053805857943888,0.39461941420561125
3,32.0,1.0,1.0,0.0284454703744923,0.9715545296255077
4,36.0,1.0,1.0,0.059224635756204624,0.9407753642437954
5,37.0,1.0,1.0,0.05936632600504743,0.9406336739949526
6,43.0,1.0,1.0,0.06947054174781253,0.9305294582521875
7,50.0,1.0,1.0,0.08581723123554386,0.9141827687644561
8,52.0,1.0,1.0,0.05804357179573738,0.9419564282042626
9,58.0,1.0,1.0,0.08877566797095005,0.91122433202905
10,62.0,1.0,1.0,0.09166852582937701,0.908331474170623
11,68.0,1.0,0.0,0.654483024445917,0.34551697555408306
12,70.0,0.0,0.0,0.6748271262629424,0.32517287373705756
13,88.0,0.0,0.0,0.8903907702830343,0.10960922971696573
14,91.0,0.0,0.0,0.6222655988056627,0.37773440119433727
15,99.0,0.0,0.0,0.5972450083420503,0.4027549916579497
16,108.0,1.0,0.0,0.6337825751785013,0.3662174248214986
17,111.0,1.0,0.0,0.6034166664142968,0.3965833335857032
18,124.0,1.0,1.0,0.23579571206380767,0.7642042879361923
19,126.0,1.0,1.0,0.36461581534810217,0.6353841846518978
20,127.0,1.0,1.0,0.22816372249350192,0.7718362775064981
21,134.0,1.0,1.0,0.10837792418335823,0.8916220758166418
22,139.0,1.0,1.0,0.3725196667194619,0.6274803332805381
23,149.0,0.0,0.0,0.6570033131973692,0.3429966868026308
24,174.0,0.0,0.0,0.6126401698138991,0.3873598301861009
25,179.0,1.0,1.0,0.24392799592221248,0.7560720040777875
26,181.0,1.0,0.0,0.6696112471721075,0.3303887528278925
27,212.0,0.0,0.0,0.6336986649803915,0.3663013350196085
28,218.0,0.0,0.0,0.6597854062935867,0.34021459370641327
29,230.0,0.0,0.0,0.5607784324624724,0.4392215675375276
30,258.0,0.0,1.0,0.3943105459300099,0.6056894540699901
31,293.0,0.0,0.0,0.5690611323753774,0.4309388676246226
32,296.0,0.0,0.0,0.7261023498566318,0.2738976501433682
33,297.0,1.0,1.0,0.25237561339206793,0.7476243866079321
34,317.0,0.0,0.0,0.702637434250168,0.297362565749832
35,332.0,0.0,0.0,0.9081516276254192,0.09184837237458078
