,0,1,2
0,6.0,4.125533416,6.1869519829415776
1,18.0,7.867978969,6.077724164209128
2,21.0,5.562698254,5.774135646419763
3,33.0,4.685297432,4.683330141625602
4,46.0,4.685297432,4.714661097038215
5,50.0,6.424978232,6.176069714300224
6,57.0,1.199511484,5.496210678146253
7,67.0,6.700192657,5.530788608545249
8,70.0,7.900719291,4.537463870354584
9,71.0,4.957044896,4.800988514128603
10,81.0,3.446852204,5.884061912804709
11,98.0,5.160254525,5.900450988553798
