,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_degree,param_gamma,param_kernel,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.8358753204345704,0.770142309830341,0.00245814323425293,0.00039468737652781463,100,0,2,auto,linear,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear'}",0.4280147476936881,-4.241732868153153,0.46617564102718745,-0.24183982728188558,-14.706274646592112,-3.659131390661255,5.792747221996589,11,0.8566419357425944,0.8699708314083827,0.8217730494743122,0.8366284577614127,0.6874992012919857,0.8145026951357375,0.065612079090636,-2.198289098090991,-3.792991428648647,-1.9200662644108055,-1.2122000424149812,-7.41867419888913,-3.308444206490911,2.22184850388563,11,-0.9814474525511906,-1.0972610859874186,-1.2091288956874373,-1.2402773143430226,-1.2764999217556916,-1.160922934064952,0.10792891350715433
1,0.6290921211242676,0.26860327769969977,0.0025603771209716797,0.0004264561607488356,100,0,2,auto,poly,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",-3.870544610578058,-11.062117177441806,-35.6409491474007,-14.435247710741416,-1539.2485782709734,-320.85148738342707,609.2903751271726,21,0.6512938834540777,0.9028809945031655,0.6879548076392384,0.8297360144187719,0.4085572282631964,0.69608458565569,0.17051201756242662,-6.414770941320372,-5.753818928698343,-15.907443195395725,-4.273643631785035,-73.46578329886378,-21.16309199921265,26.470381554786904,21,-1.530684803768174,-0.9482911506767183,-1.5999067098100248,-1.2661699243040838,-1.7561094944044477,-1.4202324165926896,0.2841688944553306
2,0.003050708770751953,0.00020223020857610736,0.002316999435424805,0.0004170159295474177,100,0,2,auto,rbf,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.3112470999789497,-0.9074277513609148,-0.1436825868255991,-0.29831757443392126,-4.814586463322709,-1.170553455192839,1.8632876212570657,5,0.9643417364735928,0.9429243146909886,0.9413665107473947,0.9285468449295281,0.891001394847514,0.9336361603378036,0.024217699702124083,-2.412259973546514,-2.288065577865797,-2.8104106200653685,-1.239458444723666,-4.513870773368173,-2.652813077913904,1.0655374779963567,5,-0.48948127559559745,-0.7269677616330941,-0.6935196674104748,-0.8202406732753272,-0.753886032125792,-0.6968190820080571,0.11171241737106541
3,0.7836228370666504,0.7084446047702991,0.0027876853942871093,0.0012425837611233076,100,0,2,scale,linear,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear'}",0.4280147476936881,-4.241732868153153,0.46617564102718745,-0.24183982728188558,-14.706274646592112,-3.659131390661255,5.792747221996589,11,0.8566419357425944,0.8699708314083827,0.8217730494743122,0.8366284577614127,0.6874992012919857,0.8145026951357375,0.065612079090636,-2.198289098090991,-3.792991428648647,-1.9200662644108055,-1.2122000424149812,-7.41867419888913,-3.308444206490911,2.22184850388563,11,-0.9814474525511906,-1.0972610859874186,-1.2091288956874373,-1.2402773143430226,-1.2764999217556916,-1.160922934064952,0.10792891350715433
4,0.0027967453002929687,0.00044015134681948357,0.0023149490356445313,0.0008343547148679106,100,0,2,scale,poly,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.1869877592936796,-7.0632655586369655,0.36274824441797415,-0.02578547545798604,-2.434323900830678,-1.7947277862427948,2.8240973663852817,9,0.7413710480403723,0.7490384069055984,0.7268104776826201,0.7036785246456296,0.4524566813361539,0.6746710277220749,0.1121771569052876,-2.6208425597618685,-4.704352981606411,-2.0978408784837557,-1.1017163015942533,-3.469048177620771,-2.798760179813412,1.2233944905346168,9,-1.3182402199946954,-1.5243799075399813,-1.4969866633738695,-1.6703679922928654,-1.6896800197595356,-1.5399309605921894,0.134663604839364
5,0.002394962310791016,0.0001527670761867413,0.002269887924194336,0.0003776421930077499,100,0,2,scale,rbf,"{'C': 100, 'coef0': 0, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.2201223831739626,-0.06085634269138107,0.30914950781481054,0.1606078508568437,-2.3394783176326386,-0.3420909836956806,1.0061364968037685,1,0.7505261456883825,0.7387088984029784,0.7412466751478152,0.7170824627642363,0.46988753132050687,0.6834903426647838,0.10736225898673714,-2.5668803086845866,-1.706368037924185,-2.1842837718092207,-0.9966070482796554,-3.420810520472031,-2.174989937433936,0.8141162179577882,1,-1.2946980874272498,-1.5554350979139677,-1.4568971084465683,-1.632151732062177,-1.6625673074769396,-1.5203498666653803,0.13334272310693873
6,0.7680503368377686,0.6766368938969897,0.0020755767822265626,0.0002389000608559969,100,0,3,auto,linear,"{'C': 100, 'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear'}",0.4280147476936881,-4.241732868153153,0.46617564102718745,-0.24183982728188558,-14.706274646592112,-3.659131390661255,5.792747221996589,11,0.8566419357425944,0.8699708314083827,0.8217730494743122,0.8366284577614127,0.6874992012919857,0.8145026951357375,0.065612079090636,-2.198289098090991,-3.792991428648647,-1.9200662644108055,-1.2122000424149812,-7.41867419888913,-3.308444206490911,2.22184850388563,11,-0.9814474525511906,-1.0972610859874186,-1.2091288956874373,-1.2402773143430226,-1.2764999217556916,-1.160922934064952,0.10792891350715433
7,1.5879904747009277,0.3070890280423103,0.002651548385620117,0.0006616905113741716,100,0,3,auto,poly,"{'C': 100, 'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",-322831.2076334763,-1303059.6666762491,-2151701.142646713,-1319353.2130328156,-1951248.201615166,-1409638.686320884,639477.6940584828,23,-47239.82679432115,-13914.394502450727,-49830.70369327097,-15222.110425879468,-121886.00563140413,-49618.60820946529,39207.62745147461,-1651.5085196346722,-1891.1533087221974,-3854.8554698210796,-1249.459567549525,-2614.84574668792,-2252.364522483079,916.1538844470541,23,-563.3972631751178,-358.9528005802998,-639.3501620735015,-378.6014688992569,-797.2121897859458,-547.5027769028244,164.39106615356238
8,0.002465057373046875,0.00015988474349650633,0.0017861366271972657,0.0001338316860018966,100,0,3,auto,rbf,"{'C': 100, 'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.3112470999789497,-0.9074277513609148,-0.1436825868255991,-0.29831757443392126,-4.814586463322709,-1.170553455192839,1.8632876212570657,5,0.9643417364735928,0.9429243146909886,0.9413665107473947,0.9285468449295281,0.891001394847514,0.9336361603378036,0.024217699702124083,-2.412259973546514,-2.288065577865797,-2.8104106200653685,-1.239458444723666,-4.513870773368173,-2.652813077913904,1.0655374779963567,5,-0.48948127559559745,-0.7269677616330941,-0.6935196674104748,-0.8202406732753272,-0.753886032125792,-0.6968190820080571,0.11171241737106541
9,0.7670069217681885,0.7199797157246668,0.0024019718170166016,0.0006228972656524448,100,0,3,scale,linear,"{'C': 100, 'coef0': 0, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear'}",0.4280147476936881,-4.241732868153153,0.46617564102718745,-0.24183982728188558,-14.706274646592112,-3.659131390661255,5.792747221996589,11,0.8566419357425944,0.8699708314083827,0.8217730494743122,0.8366284577614127,0.6874992012919857,0.8145026951357375,0.065612079090636,-2.198289098090991,-3.792991428648647,-1.9200662644108055,-1.2122000424149812,-7.41867419888913,-3.308444206490911,2.22184850388563,11,-0.9814474525511906,-1.0972610859874186,-1.2091288956874373,-1.2402773143430226,-1.2764999217556916,-1.160922934064952,0.10792891350715433
