,0,1,2
0,15.0,9.289819049,7.388109848612029
1,16.0,9.289819049,7.247941900170243
2,24.0,6.705436942,7.506353337384834
3,45.0,5.235901447,5.9357823729741845
4,48.0,6.705436942,5.913508449286038
5,63.0,1.221727869,1.2080134128535145
6,68.0,7.255895571,6.684994861166327
7,76.0,4.076403481,4.997139217622756
8,82.0,6.188087814,5.657717569436667
9,87.0,6.188087814,5.188644929693449
10,89.0,6.573637374,5.572048158438459
11,113.0,0.0,0.3123344426048187
