,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.6816271781921387,0.3158789201720044,0.001958608627319336,0.00030477739944851826,{},0.015189137144778542,-0.002722709245957411,0.2657596464510191,-0.05897139869938628,-2.7406141998922973,-0.5042719048483686,1.123731227752745,1,0.6144760293871534,0.6224039332916176,0.6693090419879755,0.6333366222250643,0.6585906964650203,0.6396232646713662,0.0210210348584033,-2.8844884588290443,-1.658955911933475,-2.2518328389498055,-1.119395658338723,-3.620438413877676,-2.307022256385745,0.8822722950113014,1,-1.6094655349147393,-1.869835131973979,-1.6470131702728976,-1.8580798054736478,-1.3342367619179456,-1.6637260809106418,0.19598012692401826
