,0,1,2
0,15.0,9.289819049,6.946011002805923
1,16.0,9.289819049,6.944874872736982
2,24.0,6.705436942,7.1827602288480765
3,45.0,5.235901447,5.191160842088729
4,48.0,6.705436942,7.015708784381898
5,63.0,1.221727869,5.297533276737987
6,68.0,7.255895571,6.303437851444675
7,76.0,4.076403481,4.150117638223179
8,82.0,6.188087814,4.995402876781878
9,87.0,6.188087814,5.095255059242923
10,89.0,6.573637374,4.782969157935803
11,113.0,0.0,1.4414816493376938
