,0,1,2,3,4
0,0.0,0.0,0.0,0.7409884595089693,0.2590115404910307
1,1.0,0.0,0.0,0.649122630494503,0.35087736950549697
2,2.0,0.0,0.0,0.7994089662722672,0.2005910337277328
3,3.0,0.0,0.0,0.7088447414570851,0.2911552585429149
4,4.0,0.0,1.0,0.4646915717696203,0.5353084282303797
5,5.0,0.0,0.0,0.6114682283071602,0.3885317716928398
6,6.0,1.0,1.0,0.46617413366782046,0.5338258663321795
7,7.0,1.0,1.0,0.43692449794934873,0.5630755020506513
8,8.0,0.0,0.0,0.7994089662722672,0.2005910337277328
9,9.0,0.0,0.0,0.5101294134083645,0.4898705865916355
10,10.0,1.0,0.0,0.6571203247689255,0.34287967523107454
11,11.0,0.0,0.0,0.6571203247689255,0.34287967523107454
12,12.0,0.0,0.0,0.8215343732874771,0.17846562671252286
13,13.0,1.0,1.0,0.43692449794934873,0.5630755020506513
14,14.0,0.0,0.0,0.6571203247689255,0.34287967523107454
15,15.0,1.0,0.0,0.6054049182425274,0.3945950817574726
16,16.0,0.0,0.0,0.7021421404341481,0.29785785956585187
17,17.0,0.0,0.0,0.5432732977298684,0.45672670227013157
18,18.0,0.0,0.0,0.5484131479433358,0.45158685205666416
19,19.0,0.0,0.0,0.8215343732874771,0.17846562671252286
20,20.0,1.0,1.0,0.3838400270923046,0.6161599729076954
21,21.0,0.0,0.0,0.646343582584791,0.35365641741520903
22,22.0,1.0,1.0,0.42989155703202186,0.5701084429679781
23,23.0,0.0,0.0,0.7128119647736639,0.28718803522633607
24,24.0,0.0,1.0,0.4646915717696203,0.5353084282303797
25,25.0,0.0,0.0,0.7344740295162069,0.2655259704837931
26,26.0,0.0,0.0,0.5101294134083645,0.4898705865916355
27,27.0,0.0,0.0,0.6054049182425842,0.39459508175741576
28,28.0,0.0,0.0,0.7128119647734934,0.2871880352265066
29,29.0,1.0,1.0,0.43184590338000817,0.5681540966199918
30,30.0,1.0,1.0,0.4413700368563127,0.5586299631436873
31,31.0,1.0,0.0,0.5128395816305051,0.48716041836949486
32,32.0,0.0,1.0,0.4413700368563127,0.5586299631436873
33,33.0,0.0,0.0,0.7344740295162069,0.2655259704837931
34,34.0,1.0,1.0,0.4326616893827122,0.5673383106172878
35,35.0,1.0,1.0,0.48884196008410186,0.5111580399158981
36,36.0,1.0,0.0,0.5658166592205305,0.4341833407794695
37,37.0,0.0,1.0,0.4888419600840983,0.5111580399159017
38,38.0,0.0,0.0,0.7036988524893673,0.29630114751063275
39,39.0,1.0,1.0,0.39452514823966567,0.6054748517603343
40,40.0,1.0,1.0,0.40555158150391435,0.5944484184960857
41,41.0,1.0,1.0,0.40555158150391435,0.5944484184960857
42,42.0,0.0,0.0,0.5356133403254546,0.4643866596745454
43,43.0,0.0,0.0,0.5527610093115385,0.4472389906884615
