,0,1,2,3,4
0,0.0,0.0,0.0,0.8903224922833708,0.10967750771662926
1,1.0,0.0,0.0,0.6762864624280154,0.32371353757198457
2,2.0,0.0,0.0,0.9672165329488877,0.032783467051112354
3,3.0,0.0,0.0,0.8836251397015065,0.11637486029849357
4,4.0,0.0,0.0,0.8129268029942299,0.18707319700577005
5,5.0,0.0,0.0,0.6012516440577256,0.3987483559422745
6,6.0,1.0,1.0,0.1744091440665856,0.8255908559334144
7,7.0,1.0,1.0,0.18516511383555745,0.8148348861644426
8,8.0,0.0,0.0,0.9672165329488877,0.032783467051112354
9,9.0,0.0,0.0,0.7826987291768233,0.2173012708231767
10,10.0,1.0,0.0,0.808371251933383,0.19162874806661698
11,11.0,0.0,0.0,0.808371251933383,0.19162874806661698
12,12.0,0.0,0.0,0.9655065060867899,0.03449349391321007
13,13.0,1.0,1.0,0.18516511383555745,0.8148348861644426
14,14.0,0.0,0.0,0.808371251933383,0.19162874806661698
15,15.0,1.0,0.0,0.7677387634501279,0.2322612365498721
16,16.0,0.0,0.0,0.9853269764601429,0.014673023539857144
17,17.0,0.0,0.0,0.8650723639126596,0.13492763608734032
18,18.0,0.0,0.0,0.9136958692305729,0.08630413076942707
19,19.0,0.0,0.0,0.9655065060867899,0.03449349391321007
20,20.0,1.0,1.0,0.12813154721971975,0.8718684527802802
21,21.0,0.0,0.0,0.5188871263707642,0.48111287362923577
22,22.0,1.0,1.0,0.04413035100246698,0.955869648997533
23,23.0,0.0,0.0,0.9404532222332087,0.0595467777667913
24,24.0,0.0,0.0,0.8129268029942299,0.18707319700577005
25,25.0,0.0,0.0,0.9290325030966999,0.07096749690330009
26,26.0,0.0,0.0,0.7826987291768233,0.2173012708231767
27,27.0,0.0,0.0,0.7677387634501279,0.2322612365498721
28,28.0,0.0,0.0,0.9404532222332087,0.0595467777667913
29,29.0,1.0,1.0,0.14995218195403404,0.850047818045966
30,30.0,1.0,1.0,0.1398139467278139,0.8601860532721861
31,31.0,1.0,1.0,0.14594102651029672,0.8540589734897033
32,32.0,0.0,1.0,0.1398139467278139,0.8601860532721861
33,33.0,0.0,0.0,0.9290325030966999,0.07096749690330009
34,34.0,1.0,1.0,0.2591811191941119,0.7408188808058881
35,35.0,1.0,1.0,0.351059454291466,0.648940545708534
36,36.0,1.0,1.0,0.3382299006986431,0.6617700993013569
37,37.0,0.0,1.0,0.351059454291466,0.648940545708534
38,38.0,0.0,0.0,0.782115118061127,0.21788488193887307
39,39.0,1.0,1.0,0.03452168294793101,0.965478317052069
40,40.0,1.0,1.0,0.03189485477784437,0.9681051452221556
41,41.0,1.0,1.0,0.03189485477784437,0.9681051452221556
42,42.0,0.0,1.0,0.17939152377678325,0.8206084762232168
43,43.0,0.0,0.0,0.9046186431433911,0.09538135685660885
