,feature,importance,importance_std,abs_importance
79,fp_49,0.0,0.0,0.0
80,fp_50,0.0,0.0,0.0
81,fp_52,0.0,0.0,0.0
82,fp_99,0.0,0.0,0.0
83,fp_54,0.0,0.0,0.0
84,fp_55,0.0,0.0,0.0
85,fp_56,0.0,0.0,0.0
86,fp_58,0.0,0.0,0.0
87,fp_59,0.0,0.0,0.0
88,fp_60,0.0,0.0,0.0
89,fp_42,0.0,0.0,0.0
90,fp_38,0.0,0.0,0.0
91,fp_37,0.0,0.0,0.0
92,fp_36,0.0,0.0,0.0
93,fp_31,0.0,0.0,0.0
94,fp_27,0.0,0.0,0.0
95,fp_24,0.0,0.0,0.0
96,fp_11,0.0,0.0,0.0
97,n5AHRing_1,0.0,0.0,0.0
98,n5AHRing_0,0.0,0.0,0.0
99,n5ARing_1,0.0,0.0,0.0
100,n5ARing_0,0.0,0.0,0.0
101,NdsCH_2,0.0,0.0,0.0
102,NdsCH_1,0.0,0.0,0.0
103,NdsCH_0,0.0,0.0,0.0
104,nBase_1,0.0,0.0,0.0
105,nBase_0,0.0,0.0,0.0
106,fp_61,0.0,0.0,0.0
107,fp_62,0.0,0.0,0.0
108,fp_63,0.0,0.0,0.0
109,fp_82,0.0,0.0,0.0
110,SdsCH,0.0,0.0,0.0
111,fp_96,0.0,0.0,0.0
112,fp_95,0.0,0.0,0.0
113,fp_94,0.0,0.0,0.0
114,fp_93,0.0,0.0,0.0
115,fp_92,0.0,0.0,0.0
116,fp_91,0.0,0.0,0.0
117,fp_90,0.0,0.0,0.0
118,fp_89,0.0,0.0,0.0
119,fp_88,0.0,0.0,0.0
120,fp_87,0.0,0.0,0.0
121,fp_86,0.0,0.0,0.0
122,fp_85,0.0,0.0,0.0
123,fp_83,0.0,0.0,0.0
124,fp_81,0.0,0.0,0.0
125,fp_64,0.0,0.0,0.0
126,fp_80,0.0,0.0,0.0
127,fp_78,0.0,0.0,0.0
128,fp_77,0.0,0.0,0.0
129,fp_76,0.0,0.0,0.0
130,fp_75,0.0,0.0,0.0
131,fp_74,0.0,0.0,0.0
132,fp_73,0.0,0.0,0.0
133,fp_72,0.0,0.0,0.0
134,fp_71,0.0,0.0,0.0
135,fp_70,0.0,0.0,0.0
136,fp_69,0.0,0.0,0.0
137,fp_67,0.0,0.0,0.0
138,fp_66,0.0,0.0,0.0
139,fp_65,0.0,0.0,0.0
140,assay_ph,0.0,0.0,0.0
