,0,1,2,3,4
0,0.0,0.0,0.0,0.5604145432363197,0.4395854567636803
1,1.0,0.0,0.0,0.5282355202591731,0.4717644797408269
2,2.0,0.0,0.0,0.5592766580180921,0.4407233419819079
3,3.0,0.0,0.0,0.5276128810791008,0.47238711892089924
4,4.0,0.0,0.0,0.5606366441443811,0.4393633558556189
5,5.0,0.0,1.0,0.40105640813112586,0.5989435918688741
6,6.0,1.0,1.0,0.40035888979110723,0.5996411102088928
7,7.0,1.0,1.0,0.39960833046103517,0.6003916695389648
8,8.0,0.0,0.0,0.5592653688327403,0.44073463116725975
9,9.0,0.0,0.0,0.5605749177585295,0.4394250822414705
10,10.0,1.0,0.0,0.5568816399848799,0.44311836001512006
11,11.0,0.0,0.0,0.5568818939813696,0.44311810601863044
12,12.0,0.0,0.0,0.5592294499592896,0.4407705500407104
13,13.0,1.0,1.0,0.3993713341007492,0.6006286658992508
14,14.0,0.0,0.0,0.5567104666835405,0.4432895333164595
15,15.0,1.0,0.0,0.5565756142234335,0.4434243857765665
16,16.0,0.0,0.0,0.5585680148999188,0.4414319851000812
17,17.0,0.0,0.0,0.5566434575653574,0.4433565424346426
18,18.0,0.0,0.0,0.5566169547210507,0.44338304527894934
19,19.0,0.0,0.0,0.5592420934269882,0.44075790657301184
20,20.0,1.0,1.0,0.40019835421026073,0.5998016457897393
21,21.0,0.0,0.0,0.6005736235071026,0.39942637649289736
22,22.0,1.0,1.0,0.4004219348366007,0.5995780651633993
23,23.0,0.0,0.0,0.5594503029492017,0.4405496970507983
24,24.0,0.0,0.0,0.560572211249081,0.43942778875091904
25,25.0,0.0,0.0,0.5594637217680969,0.4405362782319031
26,26.0,0.0,0.0,0.5606394100552308,0.43936058994476923
27,27.0,0.0,0.0,0.5565759994620691,0.44342400053793085
28,28.0,0.0,0.0,0.5594624157105983,0.4405375842894017
29,29.0,1.0,0.0,0.600040412587191,0.399959587412809
30,30.0,1.0,0.0,0.5988340350735939,0.4011659649264061
31,31.0,1.0,0.0,0.6002141080100216,0.3997858919899784
32,32.0,0.0,0.0,0.5992547048199697,0.4007452951800303
33,33.0,0.0,0.0,0.5594516592618533,0.44054834073814675
34,34.0,1.0,0.0,0.5999781549573129,0.4000218450426871
35,35.0,1.0,0.0,0.5988069949534349,0.4011930050465651
36,36.0,1.0,0.0,0.600134623880848,0.39986537611915196
37,37.0,0.0,0.0,0.5992364464955813,0.4007635535044187
38,38.0,0.0,0.0,0.6004925680323652,0.39950743196763483
39,39.0,1.0,1.0,0.40024051953386675,0.5997594804661333
40,40.0,1.0,1.0,0.39938437467944254,0.6006156253205575
41,41.0,1.0,1.0,0.39961755205825966,0.6003824479417403
42,42.0,0.0,1.0,0.40174461977181863,0.5982553802281814
43,43.0,0.0,0.0,0.5525149190849561,0.4474850809150439
